# We remove any regions for which agriculture and land use are not modeled.
region,supplysector,subsector,technology,year,share.weight
China,regional othergrain,imported othergrain,imported othergrain,2095,1
EU-12,regional othergrain,imported othergrain,imported othergrain,2095,1
EU-15,regional othergrain,imported othergrain,imported othergrain,2095,1
Europe_Eastern,regional othergrain,imported othergrain,imported othergrain,2095,1
Europe_Non_EU,regional othergrain,imported othergrain,imported othergrain,2095,1
European Free Trade Association,regional othergrain,imported othergrain,imported othergrain,2095,1
India,regional othergrain,imported othergrain,imported othergrain,2095,1
Indonesia,regional othergrain,imported othergrain,imported othergrain,2095,1
Japan,regional othergrain,imported othergrain,imported othergrain,2095,1
Mexico,regional othergrain,imported othergrain,imported othergrain,2095,1
Middle East,regional othergrain,imported othergrain,imported othergrain,2095,1
Pakistan,regional othergrain,imported othergrain,imported othergrain,2095,1
Russia,regional othergrain,imported othergrain,imported othergrain,2095,1
South Africa,regional othergrain,imported othergrain,imported othergrain,2095,1
South America_Northern,regional othergrain,imported othergrain,imported othergrain,2095,1
South America_Southern,regional othergrain,imported othergrain,imported othergrain,2095,1
South Asia,regional othergrain,imported othergrain,imported othergrain,2095,1
South Korea,regional othergrain,imported othergrain,imported othergrain,2095,1
Southeast Asia,regional othergrain,imported othergrain,imported othergrain,2095,1
Taiwan,regional othergrain,imported othergrain,imported othergrain,2095,1
Argentina,regional othergrain,imported othergrain,imported othergrain,2095,1
Colombia,regional othergrain,imported othergrain,imported othergrain,2095,1
USA,regional othergrain,imported othergrain,imported othergrain,2100,1
Africa_Eastern,regional othergrain,imported othergrain,imported othergrain,2100,1
Africa_Northern,regional othergrain,imported othergrain,imported othergrain,2100,1
Africa_Southern,regional othergrain,imported othergrain,imported othergrain,2100,1
Africa_Western,regional othergrain,imported othergrain,imported othergrain,2100,1
Australia_NZ,regional othergrain,imported othergrain,imported othergrain,2100,1
Brazil,regional othergrain,imported othergrain,imported othergrain,2100,1
Canada,regional othergrain,imported othergrain,imported othergrain,2100,1
Central America and Caribbean,regional othergrain,imported othergrain,imported othergrain,2100,1
Central Asia,regional othergrain,imported othergrain,imported othergrain,2100,1
China,regional othergrain,imported othergrain,imported othergrain,2100,1
EU-12,regional othergrain,imported othergrain,imported othergrain,2100,1
EU-15,regional othergrain,imported othergrain,imported othergrain,2100,1
Europe_Eastern,regional othergrain,imported othergrain,imported othergrain,2100,1
Europe_Non_EU,regional othergrain,imported othergrain,imported othergrain,2100,1
European Free Trade Association,regional othergrain,imported othergrain,imported othergrain,2100,1
India,regional othergrain,imported othergrain,imported othergrain,2100,1
Indonesia,regional othergrain,imported othergrain,imported othergrain,2100,1
Japan,regional othergrain,imported othergrain,imported othergrain,2100,1
Mexico,regional othergrain,imported othergrain,imported othergrain,2100,1
Middle East,regional othergrain,imported othergrain,imported othergrain,2100,1
Pakistan,regional othergrain,imported othergrain,imported othergrain,2100,1
Russia,regional othergrain,imported othergrain,imported othergrain,2100,1
South Africa,regional othergrain,imported othergrain,imported othergrain,2100,1
South America_Northern,regional othergrain,imported othergrain,imported othergrain,2100,1
South America_Southern,regional othergrain,imported othergrain,imported othergrain,2100,1
South Asia,regional othergrain,imported othergrain,imported othergrain,2100,1
South Korea,regional othergrain,imported othergrain,imported othergrain,2100,1
Southeast Asia,regional othergrain,imported othergrain,imported othergrain,2100,1
Taiwan,regional othergrain,imported othergrain,imported othergrain,2100,1
Argentina,regional othergrain,imported othergrain,imported othergrain,2100,1
Colombia,regional othergrain,imported othergrain,imported othergrain,2100,1
USA,regional palmfruit,domestic palmfruit,domestic palmfruit,1975,1
Africa_Eastern,regional palmfruit,domestic palmfruit,domestic palmfruit,1975,1
Africa_Northern,regional palmfruit,domestic palmfruit,domestic palmfruit,1975,1
Africa_Southern,regional palmfruit,domestic palmfruit,domestic palmfruit,1975,1
Africa_Western,regional palmfruit,domestic palmfruit,domestic palmfruit,1975,1
Australia_NZ,regional palmfruit,domestic palmfruit,domestic palmfruit,1975,1
Brazil,regional palmfruit,domestic palmfruit,domestic palmfruit,1975,1
Canada,regional palmfruit,domestic palmfruit,domestic palmfruit,1975,1
Central America and Caribbean,regional palmfruit,domestic palmfruit,domestic palmfruit,1975,1
Central Asia,regional palmfruit,domestic palmfruit,domestic palmfruit,1975,1
China,regional palmfruit,domestic palmfruit,domestic palmfruit,1975,1
EU-12,regional palmfruit,domestic palmfruit,domestic palmfruit,1975,1
EU-15,regional palmfruit,domestic palmfruit,domestic palmfruit,1975,1
Europe_Eastern,regional palmfruit,domestic palmfruit,domestic palmfruit,1975,1
Europe_Non_EU,regional palmfruit,domestic palmfruit,domestic palmfruit,1975,1
European Free Trade Association,regional palmfruit,domestic palmfruit,domestic palmfruit,1975,1
India,regional palmfruit,domestic palmfruit,domestic palmfruit,1975,1
Indonesia,regional palmfruit,domestic palmfruit,domestic palmfruit,1975,1
Japan,regional palmfruit,domestic palmfruit,domestic palmfruit,1975,1
Mexico,regional palmfruit,domestic palmfruit,domestic palmfruit,1975,1
Middle East,regional palmfruit,domestic palmfruit,domestic palmfruit,1975,1
Pakistan,regional palmfruit,domestic palmfruit,domestic palmfruit,1975,1
Russia,regional palmfruit,domestic palmfruit,domestic palmfruit,1975,1
South Africa,regional palmfruit,domestic palmfruit,domestic palmfruit,1975,1
South America_Northern,regional palmfruit,domestic palmfruit,domestic palmfruit,1975,1
South America_Southern,regional palmfruit,domestic palmfruit,domestic palmfruit,1975,1
South Asia,regional palmfruit,domestic palmfruit,domestic palmfruit,1975,1
South Korea,regional palmfruit,domestic palmfruit,domestic palmfruit,1975,1
Southeast Asia,regional palmfruit,domestic palmfruit,domestic palmfruit,1975,1
Taiwan,regional palmfruit,domestic palmfruit,domestic palmfruit,1975,1
Argentina,regional palmfruit,domestic palmfruit,domestic palmfruit,1975,1
Colombia,regional palmfruit,domestic palmfruit,domestic palmfruit,1975,1
USA,regional palmfruit,domestic palmfruit,domestic palmfruit,1990,1
Africa_Eastern,regional palmfruit,domestic palmfruit,domestic palmfruit,1990,1
Africa_Northern,regional palmfruit,domestic palmfruit,domestic palmfruit,1990,1
Africa_Southern,regional palmfruit,domestic palmfruit,domestic palmfruit,1990,1
Africa_Western,regional palmfruit,domestic palmfruit,domestic palmfruit,1990,1
Australia_NZ,regional palmfruit,domestic palmfruit,domestic palmfruit,1990,1
Brazil,regional palmfruit,domestic palmfruit,domestic palmfruit,1990,1
Canada,regional palmfruit,domestic palmfruit,domestic palmfruit,1990,1
Central America and Caribbean,regional palmfruit,domestic palmfruit,domestic palmfruit,1990,1
Central Asia,regional palmfruit,domestic palmfruit,domestic palmfruit,1990,1
China,regional palmfruit,domestic palmfruit,domestic palmfruit,1990,1
EU-12,regional palmfruit,domestic palmfruit,domestic palmfruit,1990,1
EU-15,regional palmfruit,domestic palmfruit,domestic palmfruit,1990,1
Europe_Eastern,regional palmfruit,domestic palmfruit,domestic palmfruit,1990,1
Europe_Non_EU,regional palmfruit,domestic palmfruit,domestic palmfruit,1990,1
European Free Trade Association,regional palmfruit,domestic palmfruit,domestic palmfruit,1990,1
India,regional palmfruit,domestic palmfruit,domestic palmfruit,1990,1
Indonesia,regional palmfruit,domestic palmfruit,domestic palmfruit,1990,1
Japan,regional palmfruit,domestic palmfruit,domestic palmfruit,1990,1
Mexico,regional palmfruit,domestic palmfruit,domestic palmfruit,1990,1
Middle East,regional palmfruit,domestic palmfruit,domestic palmfruit,1990,1
Pakistan,regional palmfruit,domestic palmfruit,domestic palmfruit,1990,1
Russia,regional palmfruit,domestic palmfruit,domestic palmfruit,1990,1
South Africa,regional palmfruit,domestic palmfruit,domestic palmfruit,1990,1
South America_Northern,regional palmfruit,domestic palmfruit,domestic palmfruit,1990,1
South America_Southern,regional palmfruit,domestic palmfruit,domestic palmfruit,1990,1
South Asia,regional palmfruit,domestic palmfruit,domestic palmfruit,1990,1
South Korea,regional palmfruit,domestic palmfruit,domestic palmfruit,1990,1
Southeast Asia,regional palmfruit,domestic palmfruit,domestic palmfruit,1990,1
Taiwan,regional palmfruit,domestic palmfruit,domestic palmfruit,1990,1
Argentina,regional palmfruit,domestic palmfruit,domestic palmfruit,1990,1
Colombia,regional palmfruit,domestic palmfruit,domestic palmfruit,1990,1
USA,regional palmfruit,domestic palmfruit,domestic palmfruit,2005,1
Africa_Eastern,regional palmfruit,domestic palmfruit,domestic palmfruit,2005,1
Africa_Northern,regional palmfruit,domestic palmfruit,domestic palmfruit,2005,1
Africa_Southern,regional palmfruit,domestic palmfruit,domestic palmfruit,2005,1
Africa_Western,regional palmfruit,domestic palmfruit,domestic palmfruit,2005,1
Australia_NZ,regional palmfruit,domestic palmfruit,domestic palmfruit,2005,1
Brazil,regional palmfruit,domestic palmfruit,domestic palmfruit,2005,1
Canada,regional palmfruit,domestic palmfruit,domestic palmfruit,2005,1
Central America and Caribbean,regional palmfruit,domestic palmfruit,domestic palmfruit,2005,1
Central Asia,regional palmfruit,domestic palmfruit,domestic palmfruit,2005,1
China,regional palmfruit,domestic palmfruit,domestic palmfruit,2005,1
EU-12,regional palmfruit,domestic palmfruit,domestic palmfruit,2005,1
EU-15,regional palmfruit,domestic palmfruit,domestic palmfruit,2005,1
Europe_Eastern,regional palmfruit,domestic palmfruit,domestic palmfruit,2005,1
Europe_Non_EU,regional palmfruit,domestic palmfruit,domestic palmfruit,2005,1
European Free Trade Association,regional palmfruit,domestic palmfruit,domestic palmfruit,2005,1
India,regional palmfruit,domestic palmfruit,domestic palmfruit,2005,1
