# Exogenous cost to reflect shipping + handling of traded commodities
region,supplysector,subsector,technology,year,minicam.non.energy.input,input.cost
USA,traded oilcrop,Canada traded oilcrop,Canada traded oilcrop,2005,trade costs,0
USA,traded oilcrop,Central America and Caribbean traded oilcrop,Central America and Caribbean traded oilcrop,2005,trade costs,0
USA,traded oilcrop,Central Asia traded oilcrop,Central Asia traded oilcrop,2005,trade costs,0
USA,traded oilcrop,China traded oilcrop,China traded oilcrop,2005,trade costs,0
USA,traded oilcrop,EU-12 traded oilcrop,EU-12 traded oilcrop,2005,trade costs,0
USA,traded oilcrop,EU-15 traded oilcrop,EU-15 traded oilcrop,2005,trade costs,0
USA,traded oilcrop,Europe_Eastern traded oilcrop,Europe_Eastern traded oilcrop,2005,trade costs,0
USA,traded oilcrop,Europe_Non_EU traded oilcrop,Europe_Non_EU traded oilcrop,2005,trade costs,0
USA,traded oilcrop,European Free Trade Association traded oilcrop,European Free Trade Association traded oilcrop,2005,trade costs,0
USA,traded oilcrop,India traded oilcrop,India traded oilcrop,2005,trade costs,0
USA,traded oilcrop,Indonesia traded oilcrop,Indonesia traded oilcrop,2005,trade costs,0
USA,traded oilcrop,Japan traded oilcrop,Japan traded oilcrop,2005,trade costs,0
USA,traded oilcrop,Mexico traded oilcrop,Mexico traded oilcrop,2005,trade costs,0
USA,traded oilcrop,Middle East traded oilcrop,Middle East traded oilcrop,2005,trade costs,0
USA,traded oilcrop,Pakistan traded oilcrop,Pakistan traded oilcrop,2005,trade costs,0
USA,traded oilcrop,Russia traded oilcrop,Russia traded oilcrop,2005,trade costs,0
USA,traded oilcrop,South Africa traded oilcrop,South Africa traded oilcrop,2005,trade costs,0
USA,traded oilcrop,South America_Northern traded oilcrop,South America_Northern traded oilcrop,2005,trade costs,0
USA,traded oilcrop,South America_Southern traded oilcrop,South America_Southern traded oilcrop,2005,trade costs,0
USA,traded oilcrop,South Asia traded oilcrop,South Asia traded oilcrop,2005,trade costs,0
USA,traded oilcrop,South Korea traded oilcrop,South Korea traded oilcrop,2005,trade costs,0
USA,traded oilcrop,Southeast Asia traded oilcrop,Southeast Asia traded oilcrop,2005,trade costs,0
USA,traded oilcrop,Taiwan traded oilcrop,Taiwan traded oilcrop,2005,trade costs,0
USA,traded oilcrop,Argentina traded oilcrop,Argentina traded oilcrop,2005,trade costs,0
USA,traded oilcrop,Colombia traded oilcrop,Colombia traded oilcrop,2005,trade costs,0
USA,traded oilcrop,USA traded oilcrop,USA traded oilcrop,2010,trade costs,0
USA,traded oilcrop,Africa_Eastern traded oilcrop,Africa_Eastern traded oilcrop,2010,trade costs,0
USA,traded oilcrop,Africa_Northern traded oilcrop,Africa_Northern traded oilcrop,2010,trade costs,0
USA,traded oilcrop,Africa_Southern traded oilcrop,Africa_Southern traded oilcrop,2010,trade costs,0
USA,traded oilcrop,Africa_Western traded oilcrop,Africa_Western traded oilcrop,2010,trade costs,0
USA,traded oilcrop,Australia_NZ traded oilcrop,Australia_NZ traded oilcrop,2010,trade costs,0
USA,traded oilcrop,Brazil traded oilcrop,Brazil traded oilcrop,2010,trade costs,0
USA,traded oilcrop,Canada traded oilcrop,Canada traded oilcrop,2010,trade costs,0
USA,traded oilcrop,Central America and Caribbean traded oilcrop,Central America and Caribbean traded oilcrop,2010,trade costs,0
USA,traded oilcrop,Central Asia traded oilcrop,Central Asia traded oilcrop,2010,trade costs,0
USA,traded oilcrop,China traded oilcrop,China traded oilcrop,2010,trade costs,0
USA,traded oilcrop,EU-12 traded oilcrop,EU-12 traded oilcrop,2010,trade costs,0
USA,traded oilcrop,EU-15 traded oilcrop,EU-15 traded oilcrop,2010,trade costs,0
USA,traded oilcrop,Europe_Eastern traded oilcrop,Europe_Eastern traded oilcrop,2010,trade costs,0
USA,traded oilcrop,Europe_Non_EU traded oilcrop,Europe_Non_EU traded oilcrop,2010,trade costs,0
USA,traded oilcrop,European Free Trade Association traded oilcrop,European Free Trade Association traded oilcrop,2010,trade costs,0
USA,traded oilcrop,India traded oilcrop,India traded oilcrop,2010,trade costs,0
USA,traded oilcrop,Indonesia traded oilcrop,Indonesia traded oilcrop,2010,trade costs,0
USA,traded oilcrop,Japan traded oilcrop,Japan traded oilcrop,2010,trade costs,0
USA,traded oilcrop,Mexico traded oilcrop,Mexico traded oilcrop,2010,trade costs,0
USA,traded oilcrop,Middle East traded oilcrop,Middle East traded oilcrop,2010,trade costs,0
USA,traded oilcrop,Pakistan traded oilcrop,Pakistan traded oilcrop,2010,trade costs,0
USA,traded oilcrop,Russia traded oilcrop,Russia traded oilcrop,2010,trade costs,0
USA,traded oilcrop,South Africa traded oilcrop,South Africa traded oilcrop,2010,trade costs,0
USA,traded oilcrop,South America_Northern traded oilcrop,South America_Northern traded oilcrop,2010,trade costs,0
USA,traded oilcrop,South America_Southern traded oilcrop,South America_Southern traded oilcrop,2010,trade costs,0
USA,traded oilcrop,South Asia traded oilcrop,South Asia traded oilcrop,2010,trade costs,0
USA,traded oilcrop,South Korea traded oilcrop,South Korea traded oilcrop,2010,trade costs,0
USA,traded oilcrop,Southeast Asia traded oilcrop,Southeast Asia traded oilcrop,2010,trade costs,0
USA,traded oilcrop,Taiwan traded oilcrop,Taiwan traded oilcrop,2010,trade costs,0
USA,traded oilcrop,Argentina traded oilcrop,Argentina traded oilcrop,2010,trade costs,0
USA,traded oilcrop,Colombia traded oilcrop,Colombia traded oilcrop,2010,trade costs,0
USA,traded oilcrop,USA traded oilcrop,USA traded oilcrop,2015,trade costs,0
USA,traded oilcrop,Africa_Eastern traded oilcrop,Africa_Eastern traded oilcrop,2015,trade costs,0
USA,traded oilcrop,Africa_Northern traded oilcrop,Africa_Northern traded oilcrop,2015,trade costs,0
USA,traded oilcrop,Africa_Southern traded oilcrop,Africa_Southern traded oilcrop,2015,trade costs,0
USA,traded oilcrop,Africa_Western traded oilcrop,Africa_Western traded oilcrop,2015,trade costs,0
USA,traded oilcrop,Australia_NZ traded oilcrop,Australia_NZ traded oilcrop,2015,trade costs,0
USA,traded oilcrop,Brazil traded oilcrop,Brazil traded oilcrop,2015,trade costs,0
USA,traded oilcrop,Canada traded oilcrop,Canada traded oilcrop,2015,trade costs,0
USA,traded oilcrop,Central America and Caribbean traded oilcrop,Central America and Caribbean traded oilcrop,2015,trade costs,0
USA,traded oilcrop,Central Asia traded oilcrop,Central Asia traded oilcrop,2015,trade costs,0
USA,traded oilcrop,China traded oilcrop,China traded oilcrop,2015,trade costs,0
USA,traded oilcrop,EU-12 traded oilcrop,EU-12 traded oilcrop,2015,trade costs,0
USA,traded oilcrop,EU-15 traded oilcrop,EU-15 traded oilcrop,2015,trade costs,0
USA,traded oilcrop,Europe_Eastern traded oilcrop,Europe_Eastern traded oilcrop,2015,trade costs,0
USA,traded oilcrop,Europe_Non_EU traded oilcrop,Europe_Non_EU traded oilcrop,2015,trade costs,0
USA,traded oilcrop,European Free Trade Association traded oilcrop,European Free Trade Association traded oilcrop,2015,trade costs,0
USA,traded oilcrop,India traded oilcrop,India traded oilcrop,2015,trade costs,0
USA,traded oilcrop,Indonesia traded oilcrop,Indonesia traded oilcrop,2015,trade costs,0
USA,traded oilcrop,Japan traded oilcrop,Japan traded oilcrop,2015,trade costs,0
USA,traded oilcrop,Mexico traded oilcrop,Mexico traded oilcrop,2015,trade costs,0
USA,traded oilcrop,Middle East traded oilcrop,Middle East traded oilcrop,2015,trade costs,0
USA,traded oilcrop,Pakistan traded oilcrop,Pakistan traded oilcrop,2015,trade costs,0
USA,traded oilcrop,Russia traded oilcrop,Russia traded oilcrop,2015,trade costs,0
USA,traded oilcrop,South Africa traded oilcrop,South Africa traded oilcrop,2015,trade costs,0
USA,traded oilcrop,South America_Northern traded oilcrop,South America_Northern traded oilcrop,2015,trade costs,0
USA,traded oilcrop,South America_Southern traded oilcrop,South America_Southern traded oilcrop,2015,trade costs,0
USA,traded oilcrop,South Asia traded oilcrop,South Asia traded oilcrop,2015,trade costs,0
USA,traded oilcrop,South Korea traded oilcrop,South Korea traded oilcrop,2015,trade costs,0
USA,traded oilcrop,Southeast Asia traded oilcrop,Southeast Asia traded oilcrop,2015,trade costs,0
USA,traded oilcrop,Taiwan traded oilcrop,Taiwan traded oilcrop,2015,trade costs,0
USA,traded oilcrop,Argentina traded oilcrop,Argentina traded oilcrop,2015,trade costs,0
USA,traded oilcrop,Colombia traded oilcrop,Colombia traded oilcrop,2015,trade costs,0
USA,traded oilcrop,USA traded oilcrop,USA traded oilcrop,2020,trade costs,0
USA,traded oilcrop,Africa_Eastern traded oilcrop,Africa_Eastern traded oilcrop,2020,trade costs,0
USA,traded oilcrop,Africa_Northern traded oilcrop,Africa_Northern traded oilcrop,2020,trade costs,0
USA,traded oilcrop,Africa_Southern traded oilcrop,Africa_Southern traded oilcrop,2020,trade costs,0
USA,traded oilcrop,Africa_Western traded oilcrop,Africa_Western traded oilcrop,2020,trade costs,0
USA,traded oilcrop,Australia_NZ traded oilcrop,Australia_NZ traded oilcrop,2020,trade costs,0
USA,traded oilcrop,Brazil traded oilcrop,Brazil traded oilcrop,2020,trade costs,0
USA,traded oilcrop,Canada traded oilcrop,Canada traded oilcrop,2020,trade costs,0
USA,traded oilcrop,Central America and Caribbean traded oilcrop,Central America and Caribbean traded oilcrop,2020,trade costs,0
USA,traded oilcrop,Central Asia traded oilcrop,Central Asia traded oilcrop,2020,trade costs,0
USA,traded oilcrop,China traded oilcrop,China traded oilcrop,2020,trade costs,0
USA,traded oilcrop,EU-12 traded oilcrop,EU-12 traded oilcrop,2020,trade costs,0
USA,traded oilcrop,EU-15 traded oilcrop,EU-15 traded oilcrop,2020,trade costs,0
USA,traded oilcrop,Europe_Eastern traded oilcrop,Europe_Eastern traded oilcrop,2020,trade costs,0
USA,traded oilcrop,Europe_Non_EU traded oilcrop,Europe_Non_EU traded oilcrop,2020,trade costs,0
USA,traded oilcrop,European Free Trade Association traded oilcrop,European Free Trade Association traded oilcrop,2020,trade costs,0
USA,traded oilcrop,India traded oilcrop,India traded oilcrop,2020,trade costs,0
USA,traded oilcrop,Indonesia traded oilcrop,Indonesia traded oilcrop,2020,trade costs,0
USA,traded oilcrop,Japan traded oilcrop,Japan traded oilcrop,2020,trade costs,0
USA,traded oilcrop,Mexico traded oilcrop,Mexico traded oilcrop,2020,trade costs,0
USA,traded oilcrop,Middle East traded oilcrop,Middle East traded oilcrop,2020,trade costs,0
USA,traded oilcrop,Pakistan traded oilcrop,Pakistan traded oilcrop,2020,trade costs,0
USA,traded oilcrop,Russia traded oilcrop,Russia traded oilcrop,2020,trade costs,0
USA,traded oilcrop,South Africa traded oilcrop,South Africa traded oilcrop,2020,trade costs,0
USA,traded oilcrop,South America_Northern traded oilcrop,South America_Northern traded oilcrop,2020,trade costs,0
USA,traded oilcrop,South America_Southern traded oilcrop,South America_Southern traded oilcrop,2020,trade costs,0
USA,traded oilcrop,South Asia traded oilcrop,South Asia traded oilcrop,2020,trade costs,0
USA,traded oilcrop,South Korea traded oilcrop,South Korea traded oilcrop,2020,trade costs,0
USA,traded oilcrop,Southeast Asia traded oilcrop,Southeast Asia traded oilcrop,2020,trade costs,0
USA,traded oilcrop,Taiwan traded oilcrop,Taiwan traded oilcrop,2020,trade costs,0
USA,traded oilcrop,Argentina traded oilcrop,Argentina traded oilcrop,2020,trade costs,0
USA,traded oilcrop,Colombia traded oilcrop,Colombia traded oilcrop,2020,trade costs,0
USA,traded oilcrop,USA traded oilcrop,USA traded oilcrop,2025,trade costs,0
USA,traded oilcrop,Africa_Eastern traded oilcrop,Africa_Eastern traded oilcrop,2025,trade costs,0
USA,traded oilcrop,Africa_Northern traded oilcrop,Africa_Northern traded oilcrop,2025,trade costs,0
USA,traded oilcrop,Africa_Southern traded oilcrop,Africa_Southern traded oilcrop,2025,trade costs,0
USA,traded oilcrop,Africa_Western traded oilcrop,Africa_Western traded oilcrop,2025,trade costs,0
USA,traded oilcrop,Australia_NZ traded oilcrop,Australia_NZ traded oilcrop,2025,trade costs,0
USA,traded oilcrop,Brazil traded oilcrop,Brazil traded oilcrop,2025,trade costs,0
USA,traded oilcrop,Canada traded oilcrop,Canada traded oilcrop,2025,trade costs,0
USA,traded oilcrop,Central America and Caribbean traded oilcrop,Central America and Caribbean traded oilcrop,2025,trade costs,0
USA,traded oilcrop,Central Asia traded oilcrop,Central Asia traded oilcrop,2025,trade costs,0
USA,traded oilcrop,China traded oilcrop,China traded oilcrop,2025,trade costs,0
USA,traded oilcrop,EU-12 traded oilcrop,EU-12 traded oilcrop,2025,trade costs,0
USA,traded oilcrop,EU-15 traded oilcrop,EU-15 traded oilcrop,2025,trade costs,0
USA,traded oilcrop,Europe_Eastern traded oilcrop,Europe_Eastern traded oilcrop,2025,trade costs,0
USA,traded oilcrop,Europe_Non_EU traded oilcrop,Europe_Non_EU traded oilcrop,2025,trade costs,0
USA,traded oilcrop,European Free Trade Association traded oilcrop,European Free Trade Association traded oilcrop,2025,trade costs,0
USA,traded oilcrop,India traded oilcrop,India traded oilcrop,2025,trade costs,0
USA,traded oilcrop,Indonesia traded oilcrop,Indonesia traded oilcrop,2025,trade costs,0
USA,traded oilcrop,Japan traded oilcrop,Japan traded oilcrop,2025,trade costs,0
USA,traded oilcrop,Mexico traded oilcrop,Mexico traded oilcrop,2025,trade costs,0
USA,traded oilcrop,Middle East traded oilcrop,Middle East traded oilcrop,2025,trade costs,0
USA,traded oilcrop,Pakistan traded oilcrop,Pakistan traded oilcrop,2025,trade costs,0
USA,traded oilcrop,Russia traded oilcrop,Russia traded oilcrop,2025,trade costs,0
USA,traded oilcrop,South Africa traded oilcrop,South Africa traded oilcrop,2025,trade costs,0
USA,traded oilcrop,South America_Northern traded oilcrop,South America_Northern traded oilcrop,2025,trade costs,0
USA,traded oilcrop,South America_Southern traded oilcrop,South America_Southern traded oilcrop,2025,trade costs,0
USA,traded oilcrop,South Asia traded oilcrop,South Asia traded oilcrop,2025,trade costs,0
USA,traded oilcrop,South Korea traded oilcrop,South Korea traded oilcrop,2025,trade costs,0
USA,traded oilcrop,Southeast Asia traded oilcrop,Southeast Asia traded oilcrop,2025,trade costs,0
USA,traded oilcrop,Taiwan traded oilcrop,Taiwan traded oilcrop,2025,trade costs,0
USA,traded oilcrop,Argentina traded oilcrop,Argentina traded oilcrop,2025,trade costs,0
USA,traded oilcrop,Colombia traded oilcrop,Colombia traded oilcrop,2025,trade costs,0
USA,traded oilcrop,USA traded oilcrop,USA traded oilcrop,2030,trade costs,0
USA,traded oilcrop,Africa_Eastern traded oilcrop,Africa_Eastern traded oilcrop,2030,trade costs,0
USA,traded oilcrop,Africa_Northern traded oilcrop,Africa_Northern traded oilcrop,2030,trade costs,0
USA,traded oilcrop,Africa_Southern traded oilcrop,Africa_Southern traded oilcrop,2030,trade costs,0
USA,traded oilcrop,Africa_Western traded oilcrop,Africa_Western traded oilcrop,2030,trade costs,0
USA,traded oilcrop,Australia_NZ traded oilcrop,Australia_NZ traded oilcrop,2030,trade costs,0
USA,traded oilcrop,Brazil traded oilcrop,Brazil traded oilcrop,2030,trade costs,0
USA,traded oilcrop,Canada traded oilcrop,Canada traded oilcrop,2030,trade costs,0
USA,traded oilcrop,Central America and Caribbean traded oilcrop,Central America and Caribbean traded oilcrop,2030,trade costs,0
USA,traded oilcrop,Central Asia traded oilcrop,Central Asia traded oilcrop,2030,trade costs,0
USA,traded oilcrop,China traded oilcrop,China traded oilcrop,2030,trade costs,0
USA,traded oilcrop,EU-12 traded oilcrop,EU-12 traded oilcrop,2030,trade costs,0
USA,traded oilcrop,EU-15 traded oilcrop,EU-15 traded oilcrop,2030,trade costs,0
USA,traded oilcrop,Europe_Eastern traded oilcrop,Europe_Eastern traded oilcrop,2030,trade costs,0
USA,traded oilcrop,Europe_Non_EU traded oilcrop,Europe_Non_EU traded oilcrop,2030,trade costs,0
USA,traded oilcrop,European Free Trade Association traded oilcrop,European Free Trade Association traded oilcrop,2030,trade costs,0
